Name,First Name,District,ballotpedia.org,Party,Election,Incumbent,Sex,Date of Birth,Marital Status,Number of children,Race,Ethnicity,Profession,Compensation,Education,Religion,Citizen voting- age population (District),Voters' Average Age (District),female voters,male voters,Race: White,Race: Black/African American,Race: American Indian/Alaskan Native,Race: Asian,Race: Native Hawaiian/or other Pacific Islander,Race: some other race,Etnicity Composition: Hispanic,Ethnic composition: Latino,Ethnic composition: Spanish,Unemployment rate,Median household income (dollars),Poverty rate,Proper helath insurance rate,Highest education achieved on average,,,,,,,,,,,
Mark-Viverito,Melissa,NY-15,https://ballotpedia.org/Melissa_Mark-Viverito,Dem,House,no,,,,,,,,,,,"410,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newsome,Chivona,NY-15,https://ballotpedia.org/Chivona_Newsome,Dem,House,no,,,,,,,,,,,"410,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ortiz,Jonathan,NY-15,https://ballotpedia.org/Jonathan_Ortiz,Dem,House,no,,,,,,,,,,,"410,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pabon,Julio,NY-15,https://ballotpedia.org/Julio_Pabon,Dem,House,no,,,,,,,,,,,"410,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramos,Tomas,NY-15,https://ballotpedia.org/Tomas_Ramos,Dem,House,no,,,,,,,,,,,"410,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodriguez,Ydanis,NY-15,https://ballotpedia.org/Ydanis_Rodriguez,Dem,House,no,,,,,,,,,,,"410,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapper,Marlene,NY-15,https://ballotpedia.org/Marlene_Tapper,Dem,House,no,,,,,,,,,,,"410,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torres,Ritchie,NY-15,https://ballotpedia.org/Ritchie_Torres,Dem,House,no,,,,,,,,,,,"410,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molina,Orlando,NY-15,https://ballotpedia.org/Orlando_Molina,Rep,House,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delices,Patrick,NY-15,https://ballotpedia.org/Patrick_Delices,Conservative Party,House,no,,,,,,,,,,,"410,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engel,Eliot,NY-16,https://ballotpedia.org/Eliot_Engel,Dem,House,yes,,,,,,,,,,,"498,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belvin,Kenneth,NY-16,https://ballotpedia.org/Kenneth_Belvin,Dem,House,no,,,,,,,,,,,"498,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowman,Jamaal,NY-16,https://ballotpedia.org/Jamaal_Bowman,Dem,House,no,,,,,,,,,,,"498,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fink,Chris,NY-16,https://ballotpedia.org/Chris_Fink,Dem,House,no,,,,,,,,,,,"498,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghebreghiorgis,Andom,NY-16,https://ballotpedia.org/Andom_Ghebreghiorgis,Dem,House,no,,,,,,,,,,,"498,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravelo,Sammy,NY-16,https://ballotpedia.org/Sammy_Ravelo,Dem,House,no,,,,,,,,,,,"498,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,NY-16,,Rep,House,no,,,,,,,,,,,"498,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buchwald,David,NY-17,https://ballotpedia.org/David_Buchwald,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlucci,David,NY-17,https://ballotpedia.org/David_Carlucci,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castleberry-Hernandez,Asha,NY-17,https://ballotpedia.org/Asha_Castleberry-Hernandez,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farkas,Evelyn,NY-17,https://ballotpedia.org/Evelyn_Farkas,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fine,Allison,NY-17,https://ballotpedia.org/Allison_Fine,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guin,Delter,NY-17,https://ballotpedia.org/Delter_Guin,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabbour,John,NY-17,https://ballotpedia.org/John_Jabbour,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,Duane,NY-17,https://ballotpedia.org/Duane_Jackson,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones,Mondaire,NY-17,https://ballotpedia.org/Mondaire_Jones,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katz,David,NY-17,https://ballotpedia.org/David_Katz_(New_York),Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osoria,Lola,NY-17,https://ballotpedia.org/Lola_Osoria,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parker,Catherine,NY-17,https://ballotpedia.org/Catherine_Parker,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodriguez-Wheeler,Jo-Anna,NY-17,https://ballotpedia.org/Jo-Anna_Rodriguez-Wheeler,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schleifer,Adam,NY-17,https://ballotpedia.org/Adam_Schleifer,Dem,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buchanan,Jarred,NY-17,https://ballotpedia.org/Jarred_Buchanan,Rep,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gottesfeld,Yehudis,NY-17,https://ballotpedia.org/Yehudis_Gottesfeld,Rep,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
McArdle Schulman,Maureen,NY-17,https://ballotpedia.org/Maureen_McArdle_Schulman,Rep,House,no,,,,,,,,,,,"502,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maloney,Sean,NY-18,https://ballotpedia.org/Sean_Maloney,Dem,House,yes,Male,,,,,,,,,,"524,373",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farley,Chele,NY-18,https://ballotpedia.org/Chele_Farley,Rep,House,no,,,,,,,,,,,"524,373",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith,Scott,NY-18,https://ballotpedia.org/Scott_Smith_(New_York),Ind,House,no,,,,,,,,,,,"524,373",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delgado,Antonio,NY-19,https://ballotpedia.org/Antonio_Delgado_(New_York),Dem,House,yes,Male,,,,,,,,,,"553,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,
German,Tony,NY-19,https://ballotpedia.org/Tony_German,Rep,House,no,,,,,,,,,,,"553,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawatmeh,Ola,NY-19,https://ballotpedia.org/Ola_Hawatmeh,Rep,House,no,,,,,,,,,,,"553,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roth,Mike,NY-19,https://ballotpedia.org/Mike_Roth,Rep,House,no,,,,,,,,,,,"553,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van De Water,Kyle,NY-19,https://ballotpedia.org/Kyle_Van_De_Water,Rep,House,no,,,,,,,,,,,"553,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonko,Paul,NY-20,https://ballotpedia.org/Paul_Tonko,Dem,House,yes,,,,,,,,,,,"557,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seaburg,Riley,NY-20,https://ballotpedia.org/Riley_Seaburg,Dem,House,no,,,,,,,,,,,"557,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joy,Elizabeth,NY-20,https://ballotpedia.org/Elizabeth_Joy,Rep,House,no,,,,,,,,,,,"557,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seney,Michael,NY-20,https://ballotpedia.org/Michael_Seney,Rep,House,no,,,,,,,,,,,"557,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefanik,Elise,NY-21,https://ballotpedia.org/Elise_Stefanik,Rep,House,yes,,,,,,,,,,,"551,303",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobb,Tedra,NY-21,https://ballotpedia.org/Tedra_Cobb,Dem,House,no,,,,,,,,,,,"551,303",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brindisi,Anthony,NY-22,https://ballotpedia.org/Anthony_Brindisi,Dem,House,yes,Male,,,,,,,,,,"539,437",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillips,George,NY-22,https://ballotpedia.org/George_Phillips_(New_York),Rep,House,no,,,,,,,,,,,"539,437",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sager,Franklin,NY-22,https://ballotpedia.org/Franklin_Sager,Rep,House,no,,,,,,,,,,,"539,437",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenney,Claudia,NY-22,https://ballotpedia.org/Claudia_Tenney,Rep,House,no,,,,,,,,,,,"539,437",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reed ,Tom,NY-23,https://ballotpedia.org/Tom_Reed_(New_York),Rep,House,yes,,,,,,,,,,,"544,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitrano,Tracy,NY-23,https://ballotpedia.org/Tracy_Mitrano,Dem,House,no,,,,,,,,,,,"544,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noren,Scott,NY-23,https://ballotpedia.org/Scott_Noren,Dem,House,no,,,,,,,,,,,"544,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katko,John,NY-24,https://ballotpedia.org/John_Katko,Rep,House,yes,Male,,,,,,,,,,"539,797",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balter,Dana,NY-24,https://ballotpedia.org/Dana_Balter,Dem,House,no,,,,,,,,,,,"539,797",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conole,Francis,NY-24,https://ballotpedia.org/Francis_Conole,Dem,House,no,,,,,,,,,,,"539,797",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilt,Robin,NY-25,https://ballotpedia.org/Robin_Wilt,Dem,House,no,,,,,,,,,,,"543,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitris,George,NY-25,https://ballotpedia.org/George_Mitris,Rep,House,no,,,,,,,,,,,"543,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egriu,Emin Eddie,NY-26,https://ballotpedia.org/Emin_Eddie_Egriu,Dem,House,no,,,,,,,,,,,"539,694",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan,Ricky Sr.,NY-26,"https://ballotpedia.org/Ricky_Donovan,_Sr.",Rep,House,no,,,,,,,,,,,"539,694",,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMurray,Nate,NY-27,https://ballotpedia.org/Nate_McMurray,Dem,House,no,,,,,,,,,,,"564,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs,Christopher,NY-27,https://ballotpedia.org/Christopher_Jacobs,Rep,House,no,,,,,,,,,,,"564,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mychajliw,Stefan Jr.,NY-27,https://ballotpedia.org/Stefan_Mychajliw_Jr.,Rep,House,no,,,,,,,,,,,"564,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parlato,Beth,NY-27,https://ballotpedia.org/Beth_Parlato,Rep,House,no,,,,,,,,,,,"564,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smierciak,Franklin II,NY-27,https://ballotpedia.org/Frank_Smierciak_II,Rep,House,no,,,,,,,,,,,"564,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitmer,Duane,NY-27,https://ballotpedia.org/Duane_Whitmer,Lib,House,no,,,,,,,,,,,"564,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chabot,Steve,OH-01,https://ballotpedia.org/Steve_Chabot,Rep,House,yes,Male,,,,,,,,,,"541,695",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foster,Nikki,OH-01,https://ballotpedia.org/Nikki_Foster,Dem,House,no,,,,,,,,,,,"541,695",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schroder,Kate,OH-01,https://ballotpedia.org/Kate_Schroder,Dem,House,no,,,,,,,,,,,"541,695",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahn,Kevin,OH-01,https://ballotpedia.org/Kevin_Kahn,Lib,House,no,,,,,,,,,,,"541,695",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenstrup,Brad,OH-02,https://ballotpedia.org/Brad_Wenstrup,Rep,House,yes,,,,,,,,,,,"557,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris,H. Robert,OH-02,https://ballotpedia.org/H._Robert_Harris,Rep,House,no,,,,,,,,,,,"557,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castle,Jaime,OH-02,https://ballotpedia.org/Jaime_Castle,Dem,House,no,,,,,,,,,,,"557,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beatty,Joyce,OH-03,https://ballotpedia.org/Joyce_Beatty,Dem,House,yes,,,,,,,,,,,"560,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harper,Morgan,OH-03,https://ballotpedia.org/Morgan_Harper,Dem,House,no,,,,,,,,,,,"560,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dulaney,Cleophus,OH-03,https://ballotpedia.org/Cleophus_Dulaney,Rep,House,no,,,,,,,,,,,"560,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richardson,Mark,OH-03,https://ballotpedia.org/Mark_Richardson_(Ohio),Rep,House,no,,,,,,,,,,,"560,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moss,Nicholas,OH-03,https://ballotpedia.org/Nicholas_Moss,Ind,House,no,,,,,,,,,,,"560,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,Jim,OH-04,https://ballotpedia.org/Jim_Jordan_(Ohio),Rep,House,yes,,,,,,,,,,,"542,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshour,Shannon,OH-04,https://ballotpedia.org/Shannon_Freshour,Dem,House,no,,,,,,,,,,,"542,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larsen,Mike,OH-04,https://ballotpedia.org/Mike_Larsen,Dem,House,no,,,,,,,,,,,"542,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sites,Jeffrey,OH-04,https://ballotpedia.org/Jeffrey_Sites,Dem,House,no,,,,,,,,,,,"542,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins,Steve,OH-04,https://ballotpedia.org/Steve_Perkins,Lib,House,no,,,,,,,,,,,"542,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibbs,Chris,OH-04,https://ballotpedia.org/Chris_Gibbs,Ind,House,no,,,,,,,,,,,"542,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latta,Bob,OH-05,https://ballotpedia.org/Bob_Latta,Rep,House,yes,,,,,,,,,,,"549,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrigan,Xavier,OH-05,https://ballotpedia.org/Xavier_Carrigan,Dem,House,no,,,,,,,,,,,"549,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redinger,Gene,OH-05,https://ballotpedia.org/Gene_Redinger,Dem,House,no,,,,,,,,,,,"549,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubando,Nick,OH-05,https://ballotpedia.org/Nick_Rubando,Dem,House,no,,,,,,,,,,,"549,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson, Bill,OH-06,https://ballotpedia.org/Bill_Johnson_(Ohio),Rep,House,yes,,,,,,,,,,,"545,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,Kenneth,OH-06,https://ballotpedia.org/Kenneth_Morgan_(Ohio),Rep,House,no,,,,,,,,,,,"545,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberts,Shawna,OH-06,https://ballotpedia.org/Shawna_Roberts,Dem,House,no,,,,,,,,,,,"545,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibbs,Bob,OH-07,https://ballotpedia.org/Bob_Gibbs,Rep,House,yes,,,,,,,,,,,"557,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potter,Quentin,OH-07,https://ballotpedia.org/Quentin_Potter,Dem,House,no,,,,,,,,,,,"557,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lape,Brandon,OH-07,https://ballotpedia.org/Brandon_Lape,Lib,House,no,,,,,,,,,,,"557,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson,Warren,OH-08,https://ballotpedia.org/Warren_Davidson,Rep,House,yes,,,,,,,,,,,"546,406",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meer,Edward,OH-08,https://ballotpedia.org/Edward_Meer,Rep,House,no,,,,,,,,,,,"546,406",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enoch,Vanessa,OH-08,https://ballotpedia.org/Vanessa_Enoch,Dem,House,no,,,,,,,,,,,"546,406",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyette,Matthew,OH-08,https://ballotpedia.org/Matthew_Guyette,Dem,House,no,,,,,,,,,,,"546,406",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaptur,Marcy,OH-09,https://ballotpedia.org/Marcy_Kaptur,Dem,House,yes,,,,,,,,,,,"545,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosewicz,Peter,OH-09,https://ballotpedia.org/Peter_Rosewicz,Dem,House,no,,,,,,,,,,,"545,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrett,Charles,OH-09,https://ballotpedia.org/Charles_Barrett,Rep,House,no,,,,,,,,,,,"545,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connors,Tim,OH-09,https://ballotpedia.org/Tim_Connors_(Ohio),Rep,House,no,,,,,,,,,,,"545,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corrigan,Timothy,OH-09,https://ballotpedia.org/Timothy_Corrigan_(Ohio),Rep,House,no,,,,,,,,,,,"545,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weber,Rob,OH-09,https://ballotpedia.org/Rob_Weber,Rep,House,no,,,,,,,,,,,"545,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turner,Michael,OH-10,https://ballotpedia.org/Michael_Turner,Rep,House,yes,,,,,,,,,,,"552,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,John,OH-10,https://ballotpedia.org/John_Anderson,Rep,House,no,,,,,,,,,,,"552,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flanders,Kathi,OH-10,https://ballotpedia.org/Kathi_Flanders,Rep,House,no,,,,,,,,,,,"552,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moyer,Eric,OH-10,https://ballotpedia.org/Eric_Moyer,Dem,House,no,,,,,,,,,,,"552,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tims,Desiree,OH-10,https://ballotpedia.org/Desiree_Tims,Dem,House,no,,,,,,,,,,,"552,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fudge,Marcia,OH-11,https://ballotpedia.org/Marcia_Fudge,Dem,House,yes,,,,,,,,,,,"524,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bell,James Jerome,OH-11,https://ballotpedia.org/James Jerome_Bell,Dem,House,no,,,,,,,,,,,"524,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hood,Michael,OH-11,https://ballotpedia.org/Michael_Hood,Dem,House,no,,,,,,,,,,,"524,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shabazz,Tariq,OH-11,https://ballotpedia.org/Tariq_Shabazz,Dem,House,no,,,,,,,,,,,"524,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gore,Laverne,OH-11,https://ballotpedia.org/Laverne_Gore,Rep,House,no,,,,,,,,,,,"524,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schulz,Jonah,OH-11,https://ballotpedia.org/Jonah_Schulz,Rep,House,no,,,,,,,,,,,"524,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Shalira,OH-11,https://ballotpedia.org/Shalira_Taylor,Rep,House,no,,,,,,,,,,,"524,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balderson,Troy,OH-12,https://ballotpedia.org/Troy_Balderson,Rep,House,yes,,,,,,,,,,,"585,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day,Tim,OH-12,https://ballotpedia.org/Tim_Day,Rep,House,no,,,,,,,,,,,"585,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bell,Jennifer,OH-12,https://ballotpedia.org/Jennifer_Bell,Dem,House,no,,,,,,,,,,,"585,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shearer,Alaina,OH-12,https://ballotpedia.org/Alaina_Shearer,Dem,House,no,,,,,,,,,,,"585,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stewart,John,OH-12,https://ballotpedia.org/John_Stewart,Lib,House,no,,,,,,,,,,,"585,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,Tim,OH-13,https://ballotpedia.org/Tim_Ryan,Dem,House,yes,,,,,,,,,,,"559,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hagan,Christina,OH-13,https://ballotpedia.org/Christina_Hagan,Rep,House,no,,,,,,,,,,,"559,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hennen,Duane,OH-13,https://ballotpedia.org/Duane_Hennen,Rep,House,no,,,,,,,,,,,"559,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyras,Lou,OH-13,https://ballotpedia.org/Lou_Lyras,Rep,House,no,,,,,,,,,,,"559,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morckel,Richard,OH-13,https://ballotpedia.org/Richard_Morckel,Rep,House,no,,,,,,,,,,,"559,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mormando,Jason,OH-13,https://ballotpedia.org/Jason_Mormando,Rep,House,no,,,,,,,,,,,"559,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santos,Robert,OH-13,https://ballotpedia.org/Robert_Santos,Rep,House,no,,,,,,,,,,,"559,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truex,Donald,OH-13,https://ballotpedia.org/Donald_Truex,Rep,House,no,,,,,,,,,,,"559,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fricke,Michael,OH-13,https://ballotpedia.org/Michael_Fricke,Lib,House,no,,,,,,,,,,,"559,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joyce,David,OH-14,https://ballotpedia.org/David_Joyce,Rep,House,yes,,,,,,,,,,,"553,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitrone,Mark,OH-14,https://ballotpedia.org/Mark_Pitrone,Rep,House,no,,,,,,,,,,,"553,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Connor Mueri,Hillary,OH-14,https://ballotpedia.org/Hillary_O'Connor Mueri,Dem,House,no,,,,,,,,,,,"553,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stivers,Steve,OH-15,https://ballotpedia.org/Steve_Stivers,Rep,House,yes,,,,,,,,,,,"586,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunt,Shelby,OH-15,https://ballotpedia.org/Shelby_Hunt,Rep,House,no,,,,,,,,,,,"586,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilgore,Daniel,OH-15,https://ballotpedia.org/Daniel_Kilgore,Dem,House,no,,,,,,,,,,,"586,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newby,Joel,OH-15,https://ballotpedia.org/Joel_Newby,Dem,House,no,,,,,,,,,,,"586,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzales,Anthony,OH-16,https://ballotpedia.org/Anthony_Gonzales,Rep,House,yes,,,,,,,,,,,"553,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godfrey,Aaron,OH-16,https://ballotpedia.org/Aaron_Godfrey,Dem,House,no,,,,,,,,,,,"553,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karpus,Ronald,OH-16,https://ballotpedia.org/Ronald_Karpus,Dem,House,no,,,,,,,,,,,"553,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hern,Kevin,OK-01,https://ballotpedia.org/Kevin_Hern,Rep,House,yes,,,,,,,,,,,"565,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asamoa-Caesar,Kojo,OK-01,https://ballotpedia.org/Kojo_Asamoa-Caesar,Dem,House,no,,,,,,,,,,,"565,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mullin,Markwayne,OK-02,https://ballotpedia.org/Markwayne_Mullin,Rep,House,yes,,,,,,,,,,,"564,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silk,Joseph,OK-02,https://ballotpedia.org/Joseph_Silk,Rep,House,no,,,,,,,,,,,"564,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanier,Danyell,OK-02,https://ballotpedia.org/Danyell_Lanier,Dem,House,no,,,,,,,,,,,"564,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midyett,Zoe Ann,OK-03,https://ballotpedia.org/Zoe Ann_Midyett,Dem,House,no,,,,,,,,,,,"571,661",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jantz,Joshua,OK-03,https://ballotpedia.org/Joshua_Jantz,Rep,House,no,,,,,,,,,,,"571,661",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wright,Stephen,OK-03,https://ballotpedia.org/Stephen_Wright,Ind,House,no,,,,,,,,,,,"571,661",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown-Fietkau,Wyndi,OK-04,https://ballotpedia.org/Wyndi_Brown-Fietkau,Dem,House,no,,,,,,,,,,,"589,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes,Wesley,OK-04,https://ballotpedia.org/Wesley_Forbes,Dem,House,no,,,,,,,,,,,"589,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghazanfari,Arash,OK-04,https://ballotpedia.org/Arash_Ghazanfari,Dem,House,no,,,,,,,,,,,"589,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,OK-04,https://ballotpedia.org/_Open,Rep,House,no,,,,,,,,,,,"589,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horn,Kendra,OK-05,https://ballotpedia.org/Kendra_Horn,Dem,House,yes,Female,,,,,,,,,,"561,277",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ballard,Michael,OK-05,https://ballotpedia.org/Michael_Ballard,Rep,House,no,,,,,,,,,,,"561,277",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barresi,Janet,OK-05,https://ballotpedia.org/Janet_Barresi,Rep,House,no,,,,,,,,,,,"561,277",,,,,,,,,,,,,,,,,,,,,,,,,,,,
