	Name	First Name	District	ballotpedia.org	Party	Election	Incumbent	Sex
623	Mosby	Wendell	IN-01	https://ballotpedia.org/Wendell_Mosby	Dem	House	no	NA
624	Mrvan	Frank	IN-01	https://ballotpedia.org/Frank_Mrvan_(Indiana_congressional_candidate)	Dem	House	no	NA
625	Candelaria Reardon	Mara	IN-01	https://ballotpedia.org/Mara_Candelaria_Reardon	Dem	House	no	NA
626	Reeves	Jayson	IN-01	https://ballotpedia.org/Jayson_Reeves	Dem	House	no	NA
627	Sylwestrowicz	Andrew	IN-01	https://ballotpedia.org/Andrew_Sylwestrowicz	Dem	House	no	NA
628	Bergeron	Dion	IN-01	https://ballotpedia.org/Dion_Bergeron	Rep	House	no	NA
629	Handley	Mont	IN-01	https://ballotpedia.org/Mont_Handley	Rep	House	no	NA
630	Lemmons	Spencer	IN-01	https://ballotpedia.org/Spencer_Lemmons	Rep	House	no	NA
631	Leyva	Mark	IN-01	https://ballotpedia.org/Mark_Leyva	Rep	House	no	NA
632	Powers	William	IN-01	https://ballotpedia.org/William_Powers	Rep	House	no	NA
633	Scaife	Delano	IN-01	https://ballotpedia.org/Delano_Scaife	Rep	House	no	NA
634	Walorski	Jackie	IN-02	https://ballotpedia.org/Jackie_Walorski	Rep	House	yes	NA
635	Davis	Christopher	IN-02	https://ballotpedia.org/Christopher_Davis_(Indiana)	Rep	House	no	NA
636	Hackett	Pat	IN-02	https://ballotpedia.org/Pat_Hackett	Dem	House	no	NA
637	Marks	Ellen	IN-02	https://ballotpedia.org/Ellen_Marks	Dem	House	no	NA
638	Banks	Jim	IN-03	https://ballotpedia.org/Jim_Banks_(Indiana)	Rep	House	yes	NA
639	Magiera	Chris	IN-03	https://ballotpedia.org/Chris_Magiera	Rep	House	no	NA
640	Coldiron	Chip	IN-03	https://ballotpedia.org/Chip_Coldiron	Dem	House	no	NA
641	Kalonji	Jean-Paul	IN-03	https://ballotpedia.org/Jean-Paul_Kalonji	Dem	House	no	NA
642	Marcano	Carlos	IN-03	https://ballotpedia.org/Carlos_Marcano	Dem	House	no	NA
643	Schrader	Tommy	IN-03	https://ballotpedia.org/Tommy_Schrader	Dem	House	no	NA
644	Baird	Jim	IN-04	https://ballotpedia.org/Jim_Baird	Rep	House	yes	NA
645	Alberts	Jeffrey	IN-04	https://ballotpedia.org/Jeffrey_Alberts	Rep	House	no	NA
646	Frederick	Benjamin	IN-04	https://ballotpedia.org/Benjamin_Frederick	Dem	House	no	NA
647	Mackey	Joe	IN-04	https://ballotpedia.org/Joe_Mackey	Dem	House	no	NA
648	Pollchik	Howard	IN-04	https://ballotpedia.org/Howard_Pollchik	Dem	House	no	NA
649	Ziol	Veronikka	IN-04	https://ballotpedia.org/Veronikka_Ziol	Dem	House	no	NA
650	Abernathy	Kent	IN-05	https://ballotpedia.org/Kent_Abernathy	Rep	House	no	NA
651	Bales	Andrew	IN-05	https://ballotpedia.org/Andrew_Bales	Rep	House	no	NA
652	Beckwith	Micah	IN-05	https://ballotpedia.org/Micah_Beckwith	Rep	House	no	NA
653	Brizzi	Carl	IN-05	https://ballotpedia.org/Carl_Brizzi	Rep	House	no	NA
654	Davidson	Allen	IN-05	https://ballotpedia.org/Allen_Davidson	Rep	House	no	NA
655	Dietzen	Chuck	IN-05	https://ballotpedia.org/Chuck_Dietzen	Rep	House	no	NA
656	Henderson	Beth	IN-05	https://ballotpedia.org/Beth_Henderson	Rep	House	no	NA
657	Hook	Matthew	IN-05	https://ballotpedia.org/Matthew_Hook	Rep	House	no	NA
658	Hullinger	Matthew	IN-05	https://ballotpedia.org/Matthew_Hullinger	Rep	House	no	NA
659	Jay	Mark	IN-05	https://ballotpedia.org/Mark_Jay	Rep	House	no	NA
660	Mitchell	Kelly	IN-05	https://ballotpedia.org/Kelly_Mitchell	Rep	House	no	NA
661	Niederberger	Danny	IN-05	https://ballotpedia.org/Danny_Niederberger	Rep	House	no	NA
662	Small	Mark	IN-05	https://ballotpedia.org/Mark_Small	Rep	House	no	NA
663	Spartz	Victoria	IN-05	https://ballotpedia.org/Victoria_Spartz	Rep	House	no	NA
664	Stwalley	Russell	IN-05	https://ballotpedia.org/Russell_Stwalley	Rep	House	no	NA
665	Wakley	Victor	IN-05	https://ballotpedia.org/Victor_Wakley	Rep	House	no	NA
666	Christie	Jennifer	IN-05	https://ballotpedia.org/Jennifer_Christie	Dem	House	no	NA
667	Hale	Christina	IN-05	https://ballotpedia.org/Christina_Hale	Dem	House	no	NA
668	Jacobs	Andy	IN-05	https://ballotpedia.org/Andy_Jacobs	Dem	House	no	NA
669	Spelbring	Ralph	IN-05	https://ballotpedia.org/Ralph_Spelbring	Dem	House	no	NA
670	Thornton	Dee	IN-05	https://ballotpedia.org/Dee_Thornton	Dem	House	no	NA
671	Pence	Greg	IN-06	https://ballotpedia.org/Greg_Pence	Rep	House	yes	NA
672	Campbell	Mike	IN-06	https://ballotpedia.org/Mike_Campbell_(Indiana)	Rep	House	no	NA
673	Holland	George Thomas	IN-06	https://ballotpedia.org/George_Holland	Dem	House	no	NA
674	Lake	Jeannine Lee	IN-06	https://ballotpedia.org/Jeannine_Lee_Lake	Dem	House	no	NA
675	Welsh	Barry	IN-06	https://ballotpedia.org/Barry_Welsh	Dem	House	no	NA
676	Carson	André	IN-07	Link does not work	Dem	House	yes	NA
677	Pullins	Pierre Quincy	IN-07	https://ballotpedia.org/Pierre_Pullins	Dem	House	no	NA
678	Davis	Jon	IN-07	https://ballotpedia.org/Jon_Davis	Rep	House	no	NA
679	Merrill	Douglas	IN-07	https://ballotpedia.org/Douglas_Merrill	Rep	House	no	NA
680	Miniear	J.D.	IN-07	https://ballotpedia.org/J.D._Miniear	Rep	House	no	NA
681	Ramey	Martin	IN-07	https://ballotpedia.org/Martin_Ramey	Rep	House	no	NA
682	Smith	Susan Marie	IN-07	https://ballotpedia.org/Susan_Marie_Smith	Rep	House	no	NA
683	Walters	Gerald	IN-07	https://ballotpedia.org/Gerald_Walters	Rep	House	no	NA
684	Bucshon	Larry	IN-08	https://ballotpedia.org/Larry_Bucshon	Rep	House	yes	NA
685	Drake	Ron	IN-08	https://ballotpedia.org/Ron_Drake	Dem	House	no	NA
686	Marsili	Thomasina	IN-08	https://ballotpedia.org/Thomasina_Marsili	Dem	House	no	NA
687	Webster	Mike	IN-08	https://ballotpedia.org/Mike_Webster_(Indiana_congressional_candidate)	Dem	House	no	NA
688	Hollingsworth	Trey	IN-09	https://ballotpedia.org/Trey_Hollingsworth	Rep	House	yes	NA
689	Dorris	D. Liam	IN-09	https://ballotpedia.org/D._Liam_Dorris	Dem	House	no	NA
690	Hood	Brandon	IN-09	https://ballotpedia.org/Brandon_Hood	Dem	House	no	NA
691	O'Gabhann	James III	IN-09	https://ballotpedia.org/James_O%27Gabhann_III	Dem	House	no	NA
692	Powell	Mark J.	IN-09	https://ballotpedia.org/Mark_J._Powell_(Indiana)	Dem	House	no	NA
693	Ruff	Andy	IN-09	https://ballotpedia.org/Andy_Ruff	Dem	House	no	NA
694	Tilford	John	IN-09	https://ballotpedia.org/John_Tilford	Ind	House	no	NA
695	Barnett	Kali	KS-01	https://ballotpedia.org/Kali_Barnett	Dem	House	no	NA
696	Davis	Christy	KS-01	https://ballotpedia.org/Christy_Davis	Dem	House	no	NA
697	Williams	Brandon	KS-01	https://ballotpedia.org/Brandon_Williams	Dem	House	no	NA
698	Clifford	Bill	KS-01	https://ballotpedia.org/Bill_Clifford	Rep	House	no	NA
699	Mann	Tracey	KS-01	https://ballotpedia.org/Tracey_Mann	Rep	House	no	NA
700	Waymaster	Troy L.	KS-01	https://ballotpedia.org/Troy_L._Waymaster	Rep	House	no	NA
701	LaTurner	Jacob	KS-02	https://ballotpedia.org/Jacob_LaTurner	Rep	House	no	NA
702	De La Isla	Michele	KS-02	https://ballotpedia.org/Michelle_De_La_Isla	Dem	House	no	NA
703	Davids	Sharice	KS-03	https://ballotpedia.org/Sharice_Davids	Dem	House	yes	Female
704	Adkins	Amanda	KS-03	https://ballotpedia.org/Amanda_Adkins	Rep	House	no	NA
705	Beehler	Mike	KS-03	https://ballotpedia.org/Mike_Beehler	Rep	House	no	NA
706	Vallejo Foster	Adrienne	KS-03	https://ballotpedia.org/Adrienne_Vallejo_Foster	Rep	House	no	NA
707	Hart Weir	Sara	KS-03	https://ballotpedia.org/Sara_Hart_Weir	Rep	House	no	NA
708	Estes	Ron M.	KS-04	https://ballotpedia.org/Ron_M._Estes_(congressional_candidate)	Rep	House	yes	NA
709	Open	NA	KS-04	NA	Dem	House	no	NA
710	Rhodes	James	KY-01	https://ballotpedia.org/James_Rhodes_(Kentucky)	Rep	House	yes	NA
711	Comer	James Jr.	KY-01	https://ballotpedia.org/James_Comer_Jr.	Dem	House	no	NA
712	Guthrie	Brett	KY-02	https://ballotpedia.org/Brett_Guthrie	Rep	House	yes	NA
713	Free	Kathleen	KY-02	https://ballotpedia.org/Kathleen_Free	Rep	House	no	NA
714	Linderman	Hank	KY-02	https://ballotpedia.org/Hank_Linderman	Dem	House	no	NA
715	Perry	Robert Lee	KY-02	https://ballotpedia.org/Robert_Lee_Perry_(Kentucky)	Lib	House	no	NA
716	Yarmuth	John A.	KY-03	https://ballotpedia.org/John_Yarmuth	Dem	House	yes	NA
717	Craven	Mike	KY-03	https://ballotpedia.org/Mike_Craven	Rep	House	no	NA
718	Eddings	Waymen	KY-03	https://ballotpedia.org/Waymen_Eddings	Rep	House	no	NA
719	Palazzo	Rhonda	KY-03	https://ballotpedia.org/Rhonda_Palazzo	Rep	House	no	NA
720	Massie	Thomas	KY-04	https://ballotpedia.org/Thomas_Massie	Rep	House	yes	NA
721	McMurtry	Todd	KY-04	https://ballotpedia.org/Todd_McMurtry	Rep	House	no	NA
722	Fabert	Shannon	KY-04	https://ballotpedia.org/Shannon_Fabert	Dem	House	no	NA
723	Owensby	Alexandra	KY-04	https://ballotpedia.org/Alexandra_Owensby	Dem	House	no	NA
724	Rogers	Hal	KY-05	https://ballotpedia.org/Hal_Rogers	Rep	House	yes	NA
725	Serrano	Gerardo	KY-05	https://ballotpedia.org/Gerardo_Serrano	Rep	House	no	NA
726	Best	Matthew Ryan	KY-05	https://ballotpedia.org/Matthew_Ryan_Best	Dem	House	no	NA
727	Hibbitts	William	KY-05	https://ballotpedia.org/William_Hibbitts	Ind	House	no	NA
728	Barr	Andy	KY-06	https://ballotpedia.org/Andy_Barr	Rep	House	yes	Male
729	Eddy	Chuck	KY-06	https://ballotpedia.org/Chuck_Eddy	Rep	House	no	NA
730	Young	Geoff	KY-06	https://ballotpedia.org/Geoff_Young	Rep	House	no	NA
731	Hicks	Josh	KY-06	https://ballotpedia.org/Josh_Hicks	Dem	House	no	NA
732	Kemph	Daniel	KY-06	https://ballotpedia.org/Daniel_Kemph	Dem	House	no	NA
733	Harris	Frank	KY-06	https://ballotpedia.org/Frank_Harris	Lib	House	no	NA
734	Open	NA	LA-01	NA	Dem	House	no	NA
735	Open	NA	LA-01	NA	Rep	House	no	NA
736	Badger	John Robert	LA-01	https://ballotpedia.org/John_Robert_Badger	Ind	House	no	NA
737	Open	NA	LA-02	NA	Dem	House	no	NA
738	Open	NA	LA-02	NA	Rep	House	no	NA
739	Anderson	Rob	LA-03	https://ballotpedia.org/Rob_Anderson	Dem	House	no	NA
740	Thomas	Verone	LA-03	https://ballotpedia.org/Verone_Thomas	Dem	House	no	NA
741	Open	NA	LA-03	NA	Rep	House	no	NA
742	Johnson	Mike	LA-04	https://ballotpedia.org/Mike_Johnson_(Louisiana)	Rep	House	yes	NA
743	Open	NA	LA-04	NA	Dem	House	no	NA
744	Christophe	Candy	LA-05	https://ballotpedia.org/Candy_Christophe	Dem	House	no	NA
745	Pierrottie	Brody	LA-05	https://ballotpedia.org/Brody_Pierrottie	Dem	House	no	NA
746	Harris	John	LA-05	https://ballotpedia.org/John_Harris	Rep	House	no	NA
747	Harris	Lance	LA-05	https://ballotpedia.org/Lance_Harris	Rep	House	no	NA
748	Letlow	Luke	LA-05	https://ballotpedia.org/Luke_Letlow	Rep	House	no	NA
749	Robinson	Randall Scott	LA-05	https://ballotpedia.org/Randall_Scott_Robinson_(Louisiana)	Rep	House	no	NA
750	Open	NA	LA-06	NA	Dem	House	no	NA
751	Open	NA	LA-06	NA	Rep	House	no	NA
752	Neal	Richard	MA-01	https://ballotpedia.org/Richard_Neal	Dem	House	yes	NA
753	Morse	Alex	MA-01	https://ballotpedia.org/Alex_Morse	Dem	House	no	NA
754	Open	NA	MA-01	NA	Rep	House	no	NA
755	Mayock	Frederick	MA-01	https://ballotpedia.org/Frederick_Mayock	Ind	House	no	NA
756	McGovern	Jim	MA-02	https://ballotpedia.org/Jim_McGovern_(Massachusetts)	Dem	House	yes	NA
757	Open	NA	MA-02	NA	Rep	House	no	NA
758	Trahan	Lori	MA-03	https://ballotpedia.org/Lori_Trahan	Dem	House	yes	NA
759	Open	NA	MA-03	NA	Rep	House	no	NA
760	Auchincloss	Jake	MA-04	https://ballotpedia.org/Jake_Auchincloss	Dem	House	no	NA
761	Cavell	Dave	MA-04	https://ballotpedia.org/Dave_Cavell	Dem	House	no	NA
762	Grossman	Becky	MA-04	https://ballotpedia.org/Becky_Grossman	Dem	House	no	NA
763	Khazei	Alan	MA-04	https://ballotpedia.org/Alan_Khazei	Dem	House	no	NA
764	Leckey	Ihssane	MA-04	https://ballotpedia.org/Ihssane_Leckey	Dem	House	no	NA
765	Matthew	Nick	MA-04	https://ballotpedia.org/Nick_Matthew	Dem	House	no	NA
766	Mermell	Jesse	MA-04	https://ballotpedia.org/Jesse_Mermell	Dem	House	no	NA
767	Robinson	Herb	MA-04	https://ballotpedia.org/Herb_Robinson	Dem	House	no	NA
768	Shack	Thomas III	MA-04	https://ballotpedia.org/Thomas_Shack_III	Dem	House	no	NA
769	Shack	Tom	MA-04	https://ballotpedia.org/Tom_Shack	Dem	House	no	NA
770	Sigel	Ben	MA-04	https://ballotpedia.org/Ben_Sigel	Dem	House	no	NA
771	Open	NA	MA-04	NA	Rep	House	no	NA
772	Santino Depalma	Raffaele	MA-05	https://ballotpedia.org/Raffaele_Santino_Depalma	Dem	House	no	NA
773	Open	NA	MA-05	NA	Rep	House	no	NA
774	Moulton	Seth	MA-06	https://ballotpedia.org/Seth_Moulton	Dem	House	yes	NA
775	McQuilken	Angus	MA-06	https://ballotpedia.org/Angus_McQuilken	Dem	House	no	NA
776	Mulcahy	Nathaniel	MA-06	https://ballotpedia.org/Nathaniel_Mulcahy	Dem	House	no	NA
777	Zahlaway Belsito	Jamie	MA-06	https://ballotpedia.org/Jamie_Zahlaway_Belsito	Dem	House	no	NA
778	Moran	John Paul	MA-06	https://ballotpedia.org/John_Paul_Moran	Rep	House	no	NA
779	Mixon	Matthew	MA-06	https://ballotpedia.org/Matthew_Mixon	Ind	House	no	NA
780	Pressley	Ayanna	MA-07	https://ballotpedia.org/Ayanna_Pressley	Dem	House	yes	NA
781	Open	NA	MA-07	NA	Rep	House	no	NA
782	Goldstein	Robbie	MA-08	https://ballotpedia.org/Robbie_Goldstein	Dem	House	no	NA
783	Wu	Brianna	MA-08	https://ballotpedia.org/Brianna_Wu	Dem	House	no	NA
784	Open	NA	MA-08	NA	Rep	House	no	NA
785	Open	NA	MA-09	NA	Dem	House	no	NA
786	Open	NA	MA-09	NA	Rep	House	no	NA
787	Harris	Andrew	MD-01	https://ballotpedia.org/Andrew_Harris	Rep	House	yes	NA
788	Delgado	Jorge	MD-01	https://ballotpedia.org/Jorge_Delgado_(Maryland)	Rep	House	no	NA
789	Galbraith	Allison	MD-01	https://ballotpedia.org/Allison_Galbraith	Dem	House	no	NA
790	Mason	Mia	MD-01	https://ballotpedia.org/Mia_Mason	Dem	House	no	NA
791	Pingley	Jennifer	MD-01	https://ballotpedia.org/Jennifer_Pingley	Dem	House	no	NA
792	Ruppersberger	Dutch	MD-02	https://ballotpedia.org/Dutch_Ruppersberger	Dem	House	yes	NA
793	Feldman	Michael	MD-02	https://ballotpedia.org/Michael_Feldman	Dem	House	no	NA
794	Pretot	Jake	MD-02	https://ballotpedia.org/Jake_Pretot	Dem	House	no	NA
795	Collier	Scott M.	MD-02	https://ballotpedia.org/Scott_M._Collier	Rep	House	no	NA
796	Fazenbaker	Tim	MD-02	https://ballotpedia.org/Tim_Fazenbaker	Rep	House	no	NA
797	Impallaria	Rick	MD-02	https://ballotpedia.org/Rick_Impallaria	Rep	House	no	NA
798	Morris	Genevieve	MD-02	https://ballotpedia.org/Genevieve_Morris	Rep	House	no	NA
799	Salling	Johnny Ray	MD-02	https://ballotpedia.org/Johnny_Ray_Salling	Rep	House	no	NA
800	Simpson	Jim	MD-02	https://ballotpedia.org/Jim_Simpson	Rep	House	no	NA
801	Taylor	Blaine	MD-02	https://ballotpedia.org/Blaine_Taylor	Rep	House	no	NA
802	Northcott	Jeff	MD-02	https://ballotpedia.org/Jeff_Northcott	Unaff	House	no	NA
803	Sarbanes	John	MD-03	https://ballotpedia.org/John_Sarbanes	Dem	House	yes	NA
804	Ardito	Joseph	MD-03	https://ballotpedia.org/Joseph_Ardito	Dem	House	no	NA
805	Rea	John	MD-03	https://ballotpedia.org/John_Rea	Dem	House	no	NA
806	Anthony	Charles	MD-03	https://ballotpedia.org/Charles_Anthony	Rep	House	no	NA
807	Harris	Thomas	MD-03	https://ballotpedia.org/Thomas_Harris_(Maryland)	Rep	House	no	NA
808	Hawkins	Reba	MD-03	https://ballotpedia.org/Reba_Hawkins	Rep	House	no	NA
809	Joshua	Morales	MD-03	https://ballotpedia.org/Joshua_Morales	Rep	House	no	NA
810	Seyfferth	Rob	MD-03	https://ballotpedia.org/Rob_Seyfferth	Rep	House	no	NA
811	Brown	Anthony G.	MD-04	https://ballotpedia.org/Anthony_Brown_(Maryland)	Dem	House	yes	NA
812	Bryant	Sheila	MD-04	https://ballotpedia.org/Sheila_Bryant	Dem	House	no	NA
813	Shelton	Kim	MD-04	https://ballotpedia.org/Kim_Shelton	Dem	House	no	NA
814	Eze	Nnabu	MD-04	https://ballotpedia.org/Nnabu_Eze	Rep	House	no	NA
815	Loeb	Eric	MD-04	https://ballotpedia.org/Eric_Loeb	Rep	House	no	NA
816	McDermott	George	MD-04	https://ballotpedia.org/George_McDermott	Rep	House	no	NA
817	Hoyer	Steny	MD-05	https://ballotpedia.org/Steny_Hoyer	Dem	House	yes	NA
818	Hoffman	Vanessa Marie	MD-05	https://ballotpedia.org/Vanessa_Marie_Hoffman	Dem	House	no	NA
819	Urbina	Briana	MD-05	https://ballotpedia.org/Briana_Urbina	Dem	House	no	NA
820	Wilkes	Mckayla	MD-05	https://ballotpedia.org/Mckayla_Wilkes	Dem	House	no	NA
821	Duval Cubero	Bryan	MD-05	https://ballotpedia.org/Bryan_Duval_Cubero	Rep	House	no	NA
822	Devine	William III	MD-05	https://ballotpedia.org/William_Devine_III	Rep	House	no	NA
823	Havis	Lee	MD-05	https://ballotpedia.org/Lee_Havis	Rep	House	no	NA
824	Lee	Kenneth	MD-05	https://ballotpedia.org/Kenneth_Lee_(Maryland)	Rep	House	no	NA
825	Palombi	Chris	MD-05	https://ballotpedia.org/Chris_Palombi	Rep	House	no	NA
826	Sayers	Douglas	MD-05	https://ballotpedia.org/Douglas_Sayers_(Maryland)	Rep	House	no	NA
827	LLoyd	Rashad Dwayne	MD-05	https://ballotpedia.org/Rashad_Dwayne_Lloyd	Unaff	House	no	NA
828	Trone	David	MD-06	https://ballotpedia.org/David_Trone	Dem	House	yes	NA
829	Bero	Maxwell	MD-06	https://ballotpedia.org/Maxwell_Bero	Dem	House	no	NA
830	Caldwell	Kevin	MD-06	https://ballotpedia.org/Kevin_Caldwell	Rep	House	no	NA
831	Meyyur	Chris	MD-06	https://ballotpedia.org/Chris_Meyyur	Rep	House	no	NA
832	Parrott	Neil	MD-06	https://ballotpedia.org/Neil_Parrott	Rep	House	no	NA
833	Baker	T. Dan	MD-07	https://ballotpedia.org/T._Dan_Baker	Dem	House	no	NA
834	Brown	Alicia	MD-07	https://ballotpedia.org/Alicia_Brown_(Maryland)	Dem	House	no	NA
835	Carter	Jill	MD-07	https://ballotpedia.org/Jill_Carter	Dem	House	no	NA
836	Chullin	Matko Lee III	MD-07	https://ballotpedia.org/Matko_Lee_Chullin_III	Dem	House	no	NA
837	Davidson	Jermyn Michael	MD-07	https://ballotpedia.org/Michael_Davidson_(Maryland)	Dem	House	no	NA
838	Gonzalez	Darryl	MD-07	https://ballotpedia.org/Darryl_Gonzalez	Dem	House	no	NA
839	Gosnell	Mark	MD-07	https://ballotpedia.org/Mark_Gosnell	Dem	House	no	NA
840	Hiegel	Dan	MD-07	https://ballotpedia.org/Dan_Hiegel	Dem	House	no	NA
841	Howard	Michael Jr.	MD-07	NA	Dem	House	no	NA
842	Jalisi	Jay	MD-07	https://ballotpedia.org/Jay_Jalisi	Dem	House	no	NA
843	Mfume	Kweisi	MD-07	https://ballotpedia.org/Kweisi_Mfume	Dem	House	no	NA
844	Petrus	Adrian	MD-07	https://ballotpedia.org/Adrian_Petrus	Dem	House	no	NA
845	Rabb	Saafir	MD-07	https://ballotpedia.org/Saafir_Rabb	Dem	House	no	NA
846	Rockeymoore Cummings	Maya	MD-07	https://ballotpedia.org/Maya_Rockeymoore_Cummings	Dem	House	no	NA
847	Schuman	Gary	MD-07	https://ballotpedia.org/Gary_Schuman	Dem	House	no	NA
848	Smith	Charles	MD-07	https://ballotpedia.org/Charles_Smith_(Maryland)	Dem	House	no	NA
849	Spikes	Harry	MD-07	https://ballotpedia.org/Harry_Spikes	Dem	House	no	NA
850	Stokes	Charles	MD-07	https://ballotpedia.org/Charles_Stokes	Dem	House	no	NA
851	Woodard	Jeffrey	MD-07	https://ballotpedia.org/Jeffrey_Woodard	Dem	House	no	NA
852	Bly	Ray	MD-07	https://ballotpedia.org/Ray_Bly	Rep	House	no	NA
853	Brown	Brian	MD-07	https://ballotpedia.org/Brian_Brown_(Maryland)	Rep	House	no	NA
854	Klacik	Kim	MD-07	https://ballotpedia.org/Kim_Klacik	Rep	House	no	NA
855	Madwolf	M.J.	MD-07	https://ballotpedia.org/M.J._Madwolf	Rep	House	no	NA
856	Matory	Elizabeth	MD-07	https://ballotpedia.org/Elizabeth_Matory	Rep	House	no	NA
857	Newton	William	MD-07	https://ballotpedia.org/William_Newton	Rep	House	no	NA
858	Raskin	Jamie	MD-08	https://ballotpedia.org/Jamie_Raskin	Dem	House	yes	NA
859	Morgan	Marcia	MD-08	https://ballotpedia.org/Marcia_Morgan_(Maryland)	Dem	House	no	NA
860	Paul	Utam	MD-08	https://ballotpedia.org/Utam_Paul	Dem	House	no	NA
861	Young	Lih	MD-08	https://ballotpedia.org/Lih_Young	Dem	House	no	NA
862	Coll	Gregory	MD-08	https://ballotpedia.org/Gregory_Coll	Rep	House	no	NA
863	Cooper	Bridgette	MD-08	https://ballotpedia.org/Bridgette_Cooper	Rep	House	no	NA
864	Gladden	Nicholas	MD-08	https://ballotpedia.org/Nicholas_Gladden	Rep	House	no	NA
865	Rogers	Patricia	MD-08	https://ballotpedia.org/Patricia_Rogers_(Maryland)	Rep	House	no	NA
866	Skolnick	Shelly	MD-08	https://ballotpedia.org/Shelly_Skolnick	Rep	House	no	NA
867	Yadeta	Michael	MD-08	https://ballotpedia.org/Michael_Yadeta	Rep	House	no	NA
868	Pingree	Chellie	ME-01	https://ballotpedia.org/Chellie_Pingree	Dem	House	yes	NA
869	Allen	Jay	ME-01	https://ballotpedia.org/Jay_Allen	Rep	House	no	NA
870	Golden	Jared	ME-02	https://ballotpedia.org/Jared_Golden	Dem	House	yes	Male
871	Bennett	Adrienne	ME-02	https://ballotpedia.org/Adrienne_Bennett	Rep	House	no	NA
872	Brakey	Eric	ME-02	https://ballotpedia.org/Eric_Brakey	Rep	House	no	NA
873	Crafts	Dale	ME-02	https://ballotpedia.org/Dale_Crafts	Rep	House	no	NA
874	Ferguson	Dana Alan	MI-01	https://ballotpedia.org/Dana Alan_Ferguson	Dem	House	no	NA
875	O'Dell	Linda	MI-01	https://ballotpedia.org/Linda_O'Dell	Dem	House	no	NA
876	Ruzziconi	Ryan	MI-01	https://ballotpedia.org/Ryan_Ruzziconi	Dem	House	no	NA
877	Open	NA	MI-01	https://ballotpedia.org/_Open	Rep	House	no	NA
878	Huizenga	Bill	MI-02	https://ballotpedia.org/Bill_Huizenga	Rep	House	yes	NA
879	Berghoef	Bryan	MI-02	https://ballotpedia.org/Bryan_Berghoef	Dem	House	no	NA
880	Creviere	Jean-Michel	MI-02	https://ballotpedia.org/Jean-Michel_Creviere	Green	House	no	NA
881	Amash	Justin	MI-03	https://ballotpedia.org/Justin_Amash	Ind	House	yes	Male
882	Brunzell	Amanda Le'Anne	MI-03	https://ballotpedia.org/Amanda Le'Anne_Brunzell	Dem	House	no	NA
883	Scholten	Hillary	MI-03	https://ballotpedia.org/Hillary_Scholten	Dem	House	no	NA
884	Afendoulis	Lynn	MI-03	https://ballotpedia.org/Lynn_Afendoulis	Rep	House	no	NA
885	Farrington	Joe	MI-03	https://ballotpedia.org/Joe_Farrington	Rep	House	no	NA
886	Jackson Willis	Andrew	MI-03	https://ballotpedia.org/Andrew_Jackson Willis	Rep	House	no	NA
887	Meijer	Peter	MI-03	https://ballotpedia.org/Peter_Meijer	Rep	House	no	NA
888	Norton	Tom	MI-03	https://ballotpedia.org/Tom_Norton	Rep	House	no	NA
889	Rafi	Emily	MI-03	https://ballotpedia.org/Emily_Rafi	Rep	House	no	NA
890	Moolenaar	John	MI-04	https://ballotpedia.org/John_Moolenaar	Rep	House	yes	NA
891	Feig	Anthony	MI-04	https://ballotpedia.org/Anthony_Feig	Dem	House	no	NA
892	Hilliard	Jerry	MI-04	https://ballotpedia.org/Jerry_Hilliard	Dem	House	no	NA
893	Kildee	Dan	MI-05	https://ballotpedia.org/Dan_Kildee	Dem	House	yes	NA
894	Clauss	Matthew	MI-05	https://ballotpedia.org/Matthew_Clauss	Dem	House	no	NA
895	Fitchett-Hickson	Christina	MI-05	https://ballotpedia.org/Christina_Fitchett-Hickson	Rep	House	no	NA
896	Kelly	Tim	MI-05	https://ballotpedia.org/Tim_Kelly_(Michigan_state_representative)	Rep	House	no	NA
897	Lackie	Earl	MI-05	https://ballotpedia.org/Earl_Lackie	Rep	House	no	NA
898	Upton	Fred	MI-06	https://ballotpedia.org/Fred_Upton	Rep	House	yes	Male
899	Oelke	Elena	MI-06	https://ballotpedia.org/Elena_Oelke	Rep	House	no	NA
900	Gray	Aida	MI-06	https://ballotpedia.org/Aida_Gray	Dem	House	no	NA
901	Hoadley	Jon	MI-06	https://ballotpedia.org/Jon_Hoadley	Dem	House	no	NA
902	Pastor-Diaz	Angelica	MI-06	NA	Dem	House	no	NA
903	Richardson	Jen	MI-06	https://ballotpedia.org/Jen_Richardson	Dem	House	no	NA
904	Tidwell	Andrew	MI-06	https://ballotpedia.org/Andrew_Tidwell	Ind	House	no	NA
905	Branscum	Samuel	MI-07	https://ballotpedia.org/Samuel_Branscum	Dem	House	no	NA
906	Driskell	Gretchen	MI-07	https://ballotpedia.org/Gretchen_Driskell	Dem	House	no	NA
907	Hall	Ryan William	MI-07	NA	Dem	House	no	NA
908	Larson	Samuel	MI-07	https://ballotpedia.org/Samuel_Larson	Dem	House	no	NA
909	Gidner	Bruce	MI-07	https://ballotpedia.org/Bruce_Gidner	Rep	House	no	NA
910	Slotkin	Elissa	MI-08	https://ballotpedia.org/Elissa_Slotkin	Dem	House	yes	Female
911	Detmer	Mike	MI-08	https://ballotpedia.org/Mike_Detmer	Rep	House	no	NA
912	Hoover	Alan	MI-08	https://ballotpedia.org/Alan_Hoover	Rep	House	no	NA
